"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if a post can be deleted","135","verifyPostCanBeDeletedSuccessfully","API Test Suite","Fri Jul 11 09:41:39 GMT 2025","passed","Fri Jul 11 09:41:39 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyPostCanBeDeletedSuccessfully"
"Verify if user can update a post successfully given all required data","145","verifyUpdatePostSuccessGivenRequiredData","API Test Suite","Fri Jul 11 09:41:40 GMT 2025","passed","Fri Jul 11 09:41:40 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyUpdatePostSuccessGivenRequiredData"
"Verify if correct status code is returned when requested post is not found","192","verifyFetchingNonExistingPostReturns404","API Test Suite","Fri Jul 11 09:41:38 GMT 2025","passed","Fri Jul 11 09:41:38 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyFetchingNonExistingPostReturns404"
"Verify if schema validation enforces required fields constraint when creating a post","144","verifySchemaValidationWhenCreatingPost","API Test Suite","Fri Jul 11 09:41:40 GMT 2025","failed","Fri Jul 11 09:41:40 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifySchemaValidationWhenCreatingPost"
"Verify if schema validation enforces required fields constraint when creating a post","128","verifySchemaValidationWhenCreatingPost","API Test Suite","Fri Jul 11 09:41:40 GMT 2025","failed","Fri Jul 11 09:41:40 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifySchemaValidationWhenCreatingPost"
"Verify if schema validation enforces required fields constraint when creating a post","159","verifySchemaValidationWhenCreatingPost","API Test Suite","Fri Jul 11 09:41:39 GMT 2025","failed","Fri Jul 11 09:41:40 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifySchemaValidationWhenCreatingPost"
"Verify if user cannot perform an update on a non-existing post","292","verifyUpdatingNonExistingPostFails","API Test Suite","Fri Jul 11 09:41:40 GMT 2025","failed","Fri Jul 11 09:41:40 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyUpdatingNonExistingPostFails"
"Verify if user can view all comments related to a specific post","99","verifyPostHasComments","API Test Suite","Fri Jul 11 09:41:39 GMT 2025","passed","Fri Jul 11 09:41:39 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyPostHasComments"
"Verify if user can view all posts","256","verifyGetPostsReturnsAllPosts","API Test Suite","Fri Jul 11 09:41:39 GMT 2025","passed","Fri Jul 11 09:41:39 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyGetPostsReturnsAllPosts"
"Verify if user can view specific post","618","verifyGetPostByIdReturnsTheExpectedPost","API Test Suite","Fri Jul 11 09:41:38 GMT 2025","passed","Fri Jul 11 09:41:39 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyGetPostByIdReturnsTheExpectedPost"
"Verify if user can create a post successfully given all required data","1994","verifyCreatePostSuccessGivenRequiredData","API Test Suite","Fri Jul 11 09:41:36 GMT 2025","passed","Fri Jul 11 09:41:38 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyCreatePostSuccessGivenRequiredData"
