"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if currency is required to open an account","6122","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 10:58:41 GMT 2025","passed","Tue Jul 08 10:58:47 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if amount gets validated when withdrawing","7253","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 10:58:07 GMT 2025","passed","Tue Jul 08 10:58:14 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7348","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 10:58:08 GMT 2025","passed","Tue Jul 08 10:58:15 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3014","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 10:58:31 GMT 2025","passed","Tue Jul 08 10:58:34 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when withdrawing","6960","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 10:58:15 GMT 2025","passed","Tue Jul 08 10:58:22 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a customer can successfully make a deposit","2309","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 10:57:30 GMT 2025","passed","Tue Jul 08 10:57:33 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if a customer profile is required to open an account","6428","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 10:59:03 GMT 2025","passed","Tue Jul 08 10:59:09 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if customers can view their own transaction history","2084","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 10:57:28 GMT 2025","passed","Tue Jul 08 10:57:30 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if amount gets validated when withdrawing","6960","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 10:58:06 GMT 2025","passed","Tue Jul 08 10:58:13 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","6962","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 10:57:57 GMT 2025","passed","Tue Jul 08 10:58:04 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
