"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if a bank manager is able to delete a customer account","1729","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 15:45:10 GMT 2025","passed","Tue Jul 08 15:45:12 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when making deposits","7350","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:11 GMT 2025","passed","Tue Jul 08 15:44:18 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a customer can successfully make a deposit","2288","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 15:44:01 GMT 2025","passed","Tue Jul 08 15:44:04 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if amount gets validated when making deposits","6953","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:18 GMT 2025","passed","Tue Jul 08 15:44:25 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customer postal code is validated when adding new customer","1345","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 15:44:56 GMT 2025","failed","Tue Jul 08 15:44:57 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if amount gets validated when withdrawing","6959","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:31 GMT 2025","passed","Tue Jul 08 15:44:38 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","2997","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 15:45:02 GMT 2025","passed","Tue Jul 08 15:45:05 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if customer postal code is validated when adding new customer","755","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 15:45:01 GMT 2025","failed","Tue Jul 08 15:45:01 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if a bank manager is able to add new customers","1404","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 15:45:13 GMT 2025","passed","Tue Jul 08 15:45:14 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when withdrawing","7486","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:39 GMT 2025","passed","Tue Jul 08 15:44:46 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7378","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:46 GMT 2025","passed","Tue Jul 08 15:44:53 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to open an account for a customer","2295","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 15:45:35 GMT 2025","passed","Tue Jul 08 15:45:37 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if amount gets validated when withdrawing","7330","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:38 GMT 2025","passed","Tue Jul 08 15:44:45 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a customer profile is required to open an account","6143","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 15:45:23 GMT 2025","passed","Tue Jul 08 15:45:29 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if customers can view their own transaction history","2246","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 15:44:03 GMT 2025","passed","Tue Jul 08 15:44:05 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if a bank manager is able to open an account for a customer","2189","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 15:45:20 GMT 2025","passed","Tue Jul 08 15:45:22 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if currency is required to open an account","6351","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 15:45:06 GMT 2025","passed","Tue Jul 08 15:45:12 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if amount gets validated when making deposits","7282","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:04 GMT 2025","passed","Tue Jul 08 15:44:11 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3142","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 15:45:15 GMT 2025","passed","Tue Jul 08 15:45:19 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when making deposits","7544","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:27 GMT 2025","passed","Tue Jul 08 15:44:35 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to add new customers","823","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 15:45:07 GMT 2025","passed","Tue Jul 08 15:45:08 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if a bank manager is able to open an account for a customer","1355","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 15:45:31 GMT 2025","passed","Tue Jul 08 15:45:33 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if customers can view their own transaction history","2149","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 15:43:59 GMT 2025","passed","Tue Jul 08 15:44:01 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if amount gets validated when withdrawing","7339","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:55 GMT 2025","passed","Tue Jul 08 15:45:03 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when making deposits","7299","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:19 GMT 2025","passed","Tue Jul 08 15:44:27 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customer can successfully access their own account","1553","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 15:43:50 GMT 2025","passed","Tue Jul 08 15:43:51 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if customer can successfully access their own account","1754","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 15:44:00 GMT 2025","passed","Tue Jul 08 15:44:02 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if a customer profile is required to open an account","6357","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 15:45:13 GMT 2025","passed","Tue Jul 08 15:45:20 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if customers can successfully withdraw their funds","2330","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 15:44:36 GMT 2025","passed","Tue Jul 08 15:44:38 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if amount gets validated when making deposits","7268","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 15:44:12 GMT 2025","passed","Tue Jul 08 15:44:19 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1357","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 15:45:00 GMT 2025","passed","Tue Jul 08 15:45:02 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
