"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify login with invalid credentials: {desc}","1","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify billing info is properly validated: {desc}","3","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify billing info is properly validated: {desc}","0","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","broken","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","afterExample"
"Verify items added to cart reflect in the cart page","0","verifyItemsAddedToCartReflectInCartPage","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyItemsAddedToCartReflectInCartPage"
"Verify cart count badge is updated when removing items","0","verifyCartCountBadgeWhenRemovingFromCart","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenRemovingFromCart"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","broken","Sat Aug 09 11:18:10 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","afterExample"
"Verify login with invalid credentials: {desc}","1","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"","8","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","broken","Sat Aug 09 11:18:17 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","beforeEachNavigateToAUT"
"Verify products are populated and contain details","0","verifyProductsArePopulated","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyProductsArePopulated"
"Verify login with valid credentials: {desc}","1","verifyLoginWithValidCredentials","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithValidCredentials"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","broken","Sat Aug 09 11:18:17 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","afterExample"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","broken","Sat Aug 09 11:18:17 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","afterExample"
"Verify login with invalid credentials: {desc}","1","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"","2","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","broken","Sat Aug 09 11:18:10 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","beforeEachNavigateToAUT"
"Verify login with invalid credentials: {desc}","3","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"","1","afterExample","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","broken","Sat Aug 09 11:18:10 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","afterExample"
"Verify back to products functionality","1","verifyBackToProducts","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyBackToProducts"
"Verify billing info is properly validated: {desc}","0","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify products are populated and contain details","0","verifyProductsArePopulated","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyProductsArePopulated"
"Verify item `Remove` option from inventory page works correctly","1","verifyRemoveItemFromInventory","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyRemoveItemFromInventory"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","broken","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","beforeEachNavigateToAUT"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","broken","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","afterExample"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"","1","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","broken","Sat Aug 09 11:18:10 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","beforeEachNavigateToAUT"
"Verify the overview page displays correct billing info and totals","1","verifyCorrectBillingTotalsAreDisplayed","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","verifyCorrectBillingTotalsAreDisplayed"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify billing info is properly validated: {desc}","0","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify cart count badge is updated when removing items","0","verifyCartCountBadgeWhenRemovingFromCart","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenRemovingFromCart"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","broken","Sat Aug 09 11:18:17 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","afterExample"
"Verify the overview page displays correct billing info and totals","5","verifyCorrectBillingTotalsAreDisplayed","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","verifyCorrectBillingTotalsAreDisplayed"
"","1","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","broken","Sat Aug 09 11:18:17 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","beforeEachNavigateToAUT"
"","1","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","broken","Sat Aug 09 11:18:17 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","beforeEachNavigateToAUT"
"Verify checkout option is available when cart has items","1","verifyCheckoutOptionIsAvailableWhenCartHasItems","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCheckoutOptionIsAvailableWhenCartHasItems"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify filling overview with valid billing info","3","verifyFillingOverviewWithValidBillingInfo","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyFillingOverviewWithValidBillingInfo"
"Verify items added to cart reflect in the cart page","2","verifyItemsAddedToCartReflectInCartPage","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyItemsAddedToCartReflectInCartPage"
"","2","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","broken","Sat Aug 09 11:18:17 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","beforeEachNavigateToAUT"
"Verify checkout option does not appear when cart is empty","1","verifyCheckoutOptionDoesNotAppearWhenCartIsEmpty","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCheckoutOptionDoesNotAppearWhenCartIsEmpty"
"Verify login with valid credentials: {desc}","1","verifyLoginWithValidCredentials","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithValidCredentials"
"Verify cart item can be removed","0","verifyCartItemCanBeRemoved","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCartItemCanBeRemoved"
"","1","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","broken","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","beforeEachNavigateToAUT"
"Verify filling overview with valid billing info","0","verifyFillingOverviewWithValidBillingInfo","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyFillingOverviewWithValidBillingInfo"
"","2","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","broken","Sat Aug 09 11:18:10 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","beforeEachNavigateToAUT"
"","4","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","broken","Sat Aug 09 11:18:17 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","beforeEachNavigateToAUT"
"Verify cart count badge is updated when adding items","1","verifyCartCountBadgeWhenAddingToCart","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenAddingToCart"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","broken","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","beforeEachNavigateToAUT"
"Verify back to products functionality","0","verifyBackToProducts","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyBackToProducts"
"Verify billing info is properly validated: {desc}","0","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","broken","Sat Aug 09 11:18:17 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","beforeEachNavigateToAUT"
"Verify item `Remove` option from inventory page works correctly","0","verifyRemoveItemFromInventory","SelenideGridSuite","Sat Aug 09 11:18:10 GMT 2025","skipped","Sat Aug 09 11:18:10 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyRemoveItemFromInventory"
"Verify billing info is properly validated: {desc}","0","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:18:17 GMT 2025","skipped","Sat Aug 09 11:18:17 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
