"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6951","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Fri Jul 04 11:01:12 GMT 2025","passed","Fri Jul 04 11:01:19 GMT 2025","tests.customer.WithdrawFundsTest","Chrome Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"","6119","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Fri Jul 04 11:01:57 GMT 2025","passed","Fri Jul 04 11:02:03 GMT 2025","tests.bank_manager.AccountTest","Chrome Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"","1046","verifyAddingCustomersWithInvalidNames","BankAppSuite","Fri Jul 04 11:01:21 GMT 2025","failed","Fri Jul 04 11:01:22 GMT 2025","tests.bank_manager.AddCustomerTest","Firefox Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if customers can view their own transaction history","0","verify","BankAppSuite","Fri Jul 04 11:00:35 GMT 2025","skipped","Fri Jul 04 11:00:35 GMT 2025","tests.customer.TransactionHistoryTest","Edge Tests","tests.customer.TransactionHistoryTest","verify"
"","1865","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Fri Jul 04 11:01:43 GMT 2025","passed","Fri Jul 04 11:01:45 GMT 2025","tests.bank_manager.AccountTest","Chrome Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"","1","setup","BankAppSuite","Fri Jul 04 11:01:03 GMT 2025","broken","Fri Jul 04 11:01:03 GMT 2025","tests.bank_manager.AccountTest","Chrome Tests","tests.bank_manager.AccountTest","setup"
"","1","setup","BankAppSuite","Fri Jul 04 11:00:42 GMT 2025","broken","Fri Jul 04 11:00:42 GMT 2025","tests.customer.DepositFundsTest","Chrome Tests","tests.customer.DepositFundsTest","setup"
"","7019","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Fri Jul 04 11:00:50 GMT 2025","passed","Fri Jul 04 11:00:57 GMT 2025","tests.customer.WithdrawFundsTest","Edge Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"","1406","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Fri Jul 04 11:02:00 GMT 2025","passed","Fri Jul 04 11:02:01 GMT 2025","tests.bank_manager.AccountTest","Edge Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"","1008","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Fri Jul 04 11:01:31 GMT 2025","passed","Fri Jul 04 11:01:32 GMT 2025","tests.bank_manager.AddCustomerTest","Edge Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"","1022","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Fri Jul 04 11:01:31 GMT 2025","passed","Fri Jul 04 11:01:32 GMT 2025","tests.bank_manager.AddCustomerTest","Firefox Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"","775","verifyAddingCustomersWithInvalidNames","BankAppSuite","Fri Jul 04 11:01:17 GMT 2025","failed","Fri Jul 04 11:01:18 GMT 2025","tests.bank_manager.AddCustomerTest","Edge Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"","1","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Fri Jul 04 11:00:38 GMT 2025","skipped","Fri Jul 04 11:00:38 GMT 2025","tests.customer.DepositFundsTest","Firefox Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"","960","verifyAddingCustomersWithInvalidNames","BankAppSuite","Fri Jul 04 11:01:23 GMT 2025","failed","Fri Jul 04 11:01:24 GMT 2025","tests.bank_manager.AddCustomerTest","Chrome Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"","1082","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Fri Jul 04 11:01:26 GMT 2025","failed","Fri Jul 04 11:01:27 GMT 2025","tests.bank_manager.AddCustomerTest","Firefox Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"","1","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Fri Jul 04 11:00:49 GMT 2025","skipped","Fri Jul 04 11:00:49 GMT 2025","tests.customer.WithdrawFundsTest","Edge Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"","1","verifyCustomerCanDepositSuccessfully","BankAppSuite","Fri Jul 04 11:00:38 GMT 2025","skipped","Fri Jul 04 11:00:38 GMT 2025","tests.customer.DepositFundsTest","Firefox Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"","0","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Fri Jul 04 11:00:49 GMT 2025","skipped","Fri Jul 04 11:00:49 GMT 2025","tests.customer.WithdrawFundsTest","Chrome Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if customers can view their own transaction history","0","verify","BankAppSuite","Fri Jul 04 11:00:35 GMT 2025","skipped","Fri Jul 04 11:00:35 GMT 2025","tests.customer.TransactionHistoryTest","Chrome Tests","tests.customer.TransactionHistoryTest","verify"
