"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify item `Remove` option from inventory page works correctly","0","verifyRemoveItemFromInventory","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyRemoveItemFromInventory"
"Verify billing info is properly validated: {desc}","0","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify back to products functionality","0","verifyBackToProducts","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyBackToProducts"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","afterExample"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","beforeEachNavigateToAUT"
"Verify checkout completion","0","verifyCheckoutCompletion","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyCheckoutCompletion"
"Verify billing info is properly validated: {desc}","0","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify products are populated and contain details","0","verifyProductsArePopulated","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyProductsArePopulated"
"Verify billing info is properly validated: {desc}","1","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify cart count badge is updated when adding items","2","verifyCartCountBadgeWhenAddingToCart","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenAddingToCart"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify back to products functionality","0","verifyBackToProducts","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyBackToProducts"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","beforeEachNavigateToAUT"
"Verify checkout completion","1","verifyCheckoutCompletion","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyCheckoutCompletion"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","beforeEachNavigateToAUT"
"Verify login with valid credentials: {desc}","1","verifyLoginWithValidCredentials","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithValidCredentials"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify item `Remove` option from inventory page works correctly","1","verifyRemoveItemFromInventory","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyRemoveItemFromInventory"
"Verify login with invalid credentials: {desc}","1","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify items added to cart reflect in the cart page","1","verifyItemsAddedToCartReflectInCartPage","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyItemsAddedToCartReflectInCartPage"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","beforeEachNavigateToAUT"
"Verify cart count badge is updated when removing items","1","verifyCartCountBadgeWhenRemovingFromCart","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenRemovingFromCart"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","afterExample"
"Verify cart item can be removed","1","verifyCartItemCanBeRemoved","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCartItemCanBeRemoved"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","beforeEachNavigateToAUT"
"","1","afterExample","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","afterExample"
"Verify billing info is properly validated: {desc}","1","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","beforeEachNavigateToAUT"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","afterExample"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","afterExample"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"","3","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","beforeEachNavigateToAUT"
"Verify products are populated and contain details","0","verifyProductsArePopulated","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyProductsArePopulated"
"Verify the overview page displays correct billing info and totals","1","verifyCorrectBillingTotalsAreDisplayed","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","verifyCorrectBillingTotalsAreDisplayed"
"Verify login with invalid credentials: {desc}","1","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify cart count badge is updated when adding items","2","verifyCartCountBadgeWhenAddingToCart","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenAddingToCart"
"","1","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","beforeEachNavigateToAUT"
"Verify checkout option does not appear when cart is empty","1","verifyCheckoutOptionDoesNotAppearWhenCartIsEmpty","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCheckoutOptionDoesNotAppearWhenCartIsEmpty"
"Verify login with invalid credentials: {desc}","1","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","afterExample"
"","0","afterExample","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","afterExample"
"Verify billing info is properly validated: {desc}","2","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","skipped","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"","1","afterExample","SelenideGridSuite","Sat Aug 09 11:09:00 GMT 2025","broken","Sat Aug 09 11:09:00 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","afterExample"
"Verify items added to cart reflect in the cart page","2","verifyItemsAddedToCartReflectInCartPage","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyItemsAddedToCartReflectInCartPage"
"Verify login with invalid credentials: {desc}","1","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"","0","beforeEachNavigateToAUT","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","broken","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","beforeEachNavigateToAUT"
"Verify login with invalid credentials: {desc}","0","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify checkout option does not appear when cart is empty","4","verifyCheckoutOptionDoesNotAppearWhenCartIsEmpty","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCheckoutOptionDoesNotAppearWhenCartIsEmpty"
"Verify checkout option is available when cart has items","0","verifyCheckoutOptionIsAvailableWhenCartHasItems","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCheckoutOptionIsAvailableWhenCartHasItems"
"Verify billing info is properly validated: {desc}","0","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 11:09:07 GMT 2025","skipped","Sat Aug 09 11:09:07 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
