"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if customer postal code is validated when adding new customer","1354","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 19:56:01 GMT 2025","failed","Tue Jul 08 19:56:02 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if a bank manager is able to add new customers","806","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 19:55:53 GMT 2025","passed","Tue Jul 08 19:55:54 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when withdrawing","7037","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 19:55:38 GMT 2025","passed","Tue Jul 08 19:55:45 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3091","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 19:56:07 GMT 2025","passed","Tue Jul 08 19:56:10 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when withdrawing","7540","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 19:56:13 GMT 2025","passed","Tue Jul 08 19:56:21 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a customer can successfully make a deposit","2302","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 19:55:18 GMT 2025","passed","Tue Jul 08 19:55:20 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if a bank manager is able to add new customers","801","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 19:55:56 GMT 2025","passed","Tue Jul 08 19:55:57 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customer names are validated when adding new customer","799","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 19:55:47 GMT 2025","failed","Tue Jul 08 19:55:48 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if a bank manager is able to add new customers","1474","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 19:56:34 GMT 2025","passed","Tue Jul 08 19:56:35 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customer can successfully access their own account","1555","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 19:54:39 GMT 2025","passed","Tue Jul 08 19:54:40 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if currency is required to open an account","6355","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 19:56:10 GMT 2025","passed","Tue Jul 08 19:56:17 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if a bank manager is able to delete a customer account","1753","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 19:56:00 GMT 2025","passed","Tue Jul 08 19:56:01 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when making deposits","7275","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 19:55:24 GMT 2025","passed","Tue Jul 08 19:55:31 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7008","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 19:55:29 GMT 2025","passed","Tue Jul 08 19:55:36 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3351","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 19:56:38 GMT 2025","passed","Tue Jul 08 19:56:41 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if customer names are validated when adding new customer","1609","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 19:55:58 GMT 2025","failed","Tue Jul 08 19:56:00 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if a bank manager is able to add new customers","1471","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 19:56:30 GMT 2025","passed","Tue Jul 08 19:56:32 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if a customer can successfully make a deposit","2272","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 19:55:06 GMT 2025","passed","Tue Jul 08 19:55:08 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if a bank manager is able to open an account for a customer","2182","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 19:56:25 GMT 2025","passed","Tue Jul 08 19:56:27 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if customers can view their own transaction history","2196","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 19:55:03 GMT 2025","passed","Tue Jul 08 19:55:05 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
