"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if a post can be deleted","285","verifyPostCanBeDeletedSuccessfully","API Test Suite","Fri Jul 11 10:23:35 GMT 2025","passed","Fri Jul 11 10:23:35 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyPostCanBeDeletedSuccessfully"
"Verify if schema validation enforces required fields constraint when creating a post","143","verifySchemaValidationWhenCreatingPost","API Test Suite","Fri Jul 11 10:23:36 GMT 2025","failed","Fri Jul 11 10:23:36 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifySchemaValidationWhenCreatingPost"
"Verify if user cannot perform an update on a non-existing post","420","verifyUpdatingNonExistingPostFails","API Test Suite","Fri Jul 11 10:23:36 GMT 2025","failed","Fri Jul 11 10:23:37 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyUpdatingNonExistingPostFails"
"Verify if user can view all posts","246","verifyGetPostsReturnsAllPosts","API Test Suite","Fri Jul 11 10:23:35 GMT 2025","passed","Fri Jul 11 10:23:35 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyGetPostsReturnsAllPosts"
"Verify if schema validation enforces required fields constraint when creating a post","158","verifySchemaValidationWhenCreatingPost","API Test Suite","Fri Jul 11 10:23:35 GMT 2025","failed","Fri Jul 11 10:23:36 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifySchemaValidationWhenCreatingPost"
"Verify if user can create a post successfully given all required data","2685","verifyCreatePostSuccessGivenRequiredData","API Test Suite","Fri Jul 11 10:23:31 GMT 2025","passed","Fri Jul 11 10:23:34 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyCreatePostSuccessGivenRequiredData"
"Verify if correct status code is returned when requested post is not found","119","verifyFetchingNonExistingPostReturns404","API Test Suite","Fri Jul 11 10:23:34 GMT 2025","passed","Fri Jul 11 10:23:34 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyFetchingNonExistingPostReturns404"
"Verify if schema validation enforces required fields constraint when creating a post","139","verifySchemaValidationWhenCreatingPost","API Test Suite","Fri Jul 11 10:23:36 GMT 2025","failed","Fri Jul 11 10:23:36 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifySchemaValidationWhenCreatingPost"
"Verify if user can view specific post","553","verifyGetPostByIdReturnsTheExpectedPost","API Test Suite","Fri Jul 11 10:23:34 GMT 2025","passed","Fri Jul 11 10:23:35 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyGetPostByIdReturnsTheExpectedPost"
"Verify if user can update a post successfully given all required data","291","verifyUpdatePostSuccessGivenRequiredData","API Test Suite","Fri Jul 11 10:23:36 GMT 2025","passed","Fri Jul 11 10:23:36 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyUpdatePostSuccessGivenRequiredData"
"Verify if user can view all comments related to a specific post","103","verifyPostHasComments","API Test Suite","Fri Jul 11 10:23:35 GMT 2025","passed","Fri Jul 11 10:23:35 GMT 2025","tests.PostApiTests","Post API Tests","tests.PostApiTests","verifyPostHasComments"
