"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify login with invalid credentials: {desc}","329","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:15:47 GMT 2025","passed","Sat Aug 09 14:15:47 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify checkout completion","34","verifyCheckoutCompletion","SelenideGridSuite","Sat Aug 09 14:16:16 GMT 2025","passed","Sat Aug 09 14:16:16 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyCheckoutCompletion"
"Verify checkout option is available when cart has items","330","verifyCheckoutOptionIsAvailableWhenCartHasItems","SelenideGridSuite","Sat Aug 09 14:15:49 GMT 2025","passed","Sat Aug 09 14:15:50 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCheckoutOptionIsAvailableWhenCartHasItems"
"Verify login with invalid credentials: {desc}","698","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:15:45 GMT 2025","passed","Sat Aug 09 14:15:46 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify login with invalid credentials: {desc}","449","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:16:07 GMT 2025","passed","Sat Aug 09 14:16:08 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify login with invalid credentials: {desc}","423","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:16:08 GMT 2025","passed","Sat Aug 09 14:16:08 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify cart item can be removed","803","verifyCartItemCanBeRemoved","SelenideGridSuite","Sat Aug 09 14:15:49 GMT 2025","passed","Sat Aug 09 14:15:49 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCartItemCanBeRemoved"
"Verify the overview page displays correct billing info and totals","128","verifyCorrectBillingTotalsAreDisplayed","SelenideGridSuite","Sat Aug 09 14:16:13 GMT 2025","passed","Sat Aug 09 14:16:14 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","verifyCorrectBillingTotalsAreDisplayed"
"Verify billing info is properly validated: {desc}","428","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 14:16:12 GMT 2025","passed","Sat Aug 09 14:16:13 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify billing info is properly validated: {desc}","361","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 14:16:16 GMT 2025","passed","Sat Aug 09 14:16:17 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify billing info is properly validated: {desc}","339","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 14:15:50 GMT 2025","passed","Sat Aug 09 14:15:50 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify back to products functionality","196","verifyBackToProducts","SelenideGridSuite","Sat Aug 09 14:15:53 GMT 2025","passed","Sat Aug 09 14:15:53 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyBackToProducts"
