"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if a bank manager is able to add new customers","1358","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 20:18:52 GMT 2025","passed","Tue Jul 08 20:18:53 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customer names are validated when adding new customer","1412","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 20:19:09 GMT 2025","failed","Tue Jul 08 20:19:10 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if customers can view their own transaction history","2097","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 20:18:02 GMT 2025","passed","Tue Jul 08 20:18:04 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if a customer can successfully make a deposit","2170","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 20:18:06 GMT 2025","passed","Tue Jul 08 20:18:08 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if amount gets validated when withdrawing","7320","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 20:18:41 GMT 2025","passed","Tue Jul 08 20:18:48 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to add new customers","753","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 20:19:08 GMT 2025","passed","Tue Jul 08 20:19:09 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when withdrawing","7390","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 20:18:50 GMT 2025","passed","Tue Jul 08 20:18:58 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if currency is required to open an account","6399","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 20:19:27 GMT 2025","passed","Tue Jul 08 20:19:34 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if customer names are validated when adding new customer","1382","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 20:18:48 GMT 2025","failed","Tue Jul 08 20:18:49 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if a bank manager is able to add new customers","1404","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 20:19:19 GMT 2025","passed","Tue Jul 08 20:19:20 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
