"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if customer postal code is validated when adding new customer","1344","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 19:41:26 GMT 2025","failed","Tue Jul 08 19:41:27 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if customer can successfully access their own account","1720","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 19:40:26 GMT 2025","passed","Tue Jul 08 19:40:28 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if a customer can successfully make a deposit","4015","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 19:40:25 GMT 2025","passed","Tue Jul 08 19:40:29 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if amount gets validated when withdrawing","7447","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 19:41:09 GMT 2025","passed","Tue Jul 08 19:41:16 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if customers can successfully withdraw their funds","2181","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 19:40:57 GMT 2025","passed","Tue Jul 08 19:41:00 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if customer postal code is validated when adding new customer","775","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 19:41:31 GMT 2025","failed","Tue Jul 08 19:41:32 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if currency is required to open an account","6394","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 19:41:40 GMT 2025","passed","Tue Jul 08 19:41:46 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if amount gets validated when making deposits","7022","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 19:40:48 GMT 2025","passed","Tue Jul 08 19:40:55 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to add new customers","832","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 19:41:35 GMT 2025","passed","Tue Jul 08 19:41:35 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when withdrawing","6994","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 19:41:01 GMT 2025","passed","Tue Jul 08 19:41:08 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1398","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 19:41:33 GMT 2025","passed","Tue Jul 08 19:41:34 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customers can view their own transaction history","1647","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 19:40:21 GMT 2025","passed","Tue Jul 08 19:40:22 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if amount gets validated when making deposits","7504","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 19:40:33 GMT 2025","passed","Tue Jul 08 19:40:40 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1341","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 19:41:28 GMT 2025","passed","Tue Jul 08 19:41:29 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if a bank manager is able to delete a customer account","1760","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 19:41:41 GMT 2025","passed","Tue Jul 08 19:41:43 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if currency is required to open an account","6136","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 19:41:45 GMT 2025","passed","Tue Jul 08 19:41:51 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if a customer profile is required to open an account","6409","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 19:41:47 GMT 2025","passed","Tue Jul 08 19:41:54 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
