"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify items added to cart reflect in the cart page","495","verifyItemsAddedToCartReflectInCartPage","SelenideGridSuite","Sat Aug 09 14:09:44 GMT 2025","passed","Sat Aug 09 14:09:44 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyItemsAddedToCartReflectInCartPage"
"Verify login with invalid credentials: {desc}","499","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:10:02 GMT 2025","passed","Sat Aug 09 14:10:03 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify login with invalid credentials: {desc}","405","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:10:03 GMT 2025","passed","Sat Aug 09 14:10:04 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify login with invalid credentials: {desc}","374","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:09:43 GMT 2025","passed","Sat Aug 09 14:09:43 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify the overview page displays correct billing info and totals","221","verifyCorrectBillingTotalsAreDisplayed","SelenideGridSuite","Sat Aug 09 14:09:48 GMT 2025","passed","Sat Aug 09 14:09:48 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","verifyCorrectBillingTotalsAreDisplayed"
"Verify cart item can be removed","1368","verifyCartItemCanBeRemoved","SelenideGridSuite","Sat Aug 09 14:10:06 GMT 2025","passed","Sat Aug 09 14:10:07 GMT 2025","tests.cart.CartTest","Cross-Browser Tests","tests.cart.CartTest","verifyCartItemCanBeRemoved"
"Verify login with invalid credentials: {desc}","379","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:10:04 GMT 2025","passed","Sat Aug 09 14:10:04 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify cart count badge is updated when adding items","540","verifyCartCountBadgeWhenAddingToCart","SelenideGridSuite","Sat Aug 09 14:09:42 GMT 2025","passed","Sat Aug 09 14:09:42 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenAddingToCart"
"Verify products are populated and contain details","659","verifyProductsArePopulated","SelenideGridSuite","Sat Aug 09 14:09:44 GMT 2025","passed","Sat Aug 09 14:09:45 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyProductsArePopulated"
"Verify the overview page displays correct billing info and totals","115","verifyCorrectBillingTotalsAreDisplayed","SelenideGridSuite","Sat Aug 09 14:10:10 GMT 2025","passed","Sat Aug 09 14:10:10 GMT 2025","tests.checkout.OverviewTest","Cross-Browser Tests","tests.checkout.OverviewTest","verifyCorrectBillingTotalsAreDisplayed"
"Verify back to products functionality","204","verifyBackToProducts","SelenideGridSuite","Sat Aug 09 14:09:49 GMT 2025","passed","Sat Aug 09 14:09:49 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyBackToProducts"
"Verify filling overview with valid billing info","611","verifyFillingOverviewWithValidBillingInfo","SelenideGridSuite","Sat Aug 09 14:09:46 GMT 2025","passed","Sat Aug 09 14:09:47 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyFillingOverviewWithValidBillingInfo"
"Verify login with invalid credentials: {desc}","332","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:09:44 GMT 2025","passed","Sat Aug 09 14:09:44 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify cart count badge is updated when removing items","1051","verifyCartCountBadgeWhenRemovingFromCart","SelenideGridSuite","Sat Aug 09 14:10:03 GMT 2025","passed","Sat Aug 09 14:10:04 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyCartCountBadgeWhenRemovingFromCart"
"Verify item `Remove` option from inventory page works correctly","1702","verifyRemoveItemFromInventory","SelenideGridSuite","Sat Aug 09 14:10:05 GMT 2025","passed","Sat Aug 09 14:10:07 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyRemoveItemFromInventory"
"Verify items added to cart reflect in the cart page","786","verifyItemsAddedToCartReflectInCartPage","SelenideGridSuite","Sat Aug 09 14:10:03 GMT 2025","passed","Sat Aug 09 14:10:04 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyItemsAddedToCartReflectInCartPage"
"Verify login with valid credentials: {desc}","497","verifyLoginWithValidCredentials","SelenideGridSuite","Sat Aug 09 14:09:43 GMT 2025","passed","Sat Aug 09 14:09:43 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithValidCredentials"
"Verify products are populated and contain details","625","verifyProductsArePopulated","SelenideGridSuite","Sat Aug 09 14:10:04 GMT 2025","passed","Sat Aug 09 14:10:05 GMT 2025","tests.product.InventoryTest","Cross-Browser Tests","tests.product.InventoryTest","verifyProductsArePopulated"
"Verify billing info is properly validated: {desc}","342","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 14:09:49 GMT 2025","passed","Sat Aug 09 14:09:49 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify billing info is properly validated: {desc}","375","verifyBillingInfoValidation","SelenideGridSuite","Sat Aug 09 14:10:13 GMT 2025","passed","Sat Aug 09 14:10:13 GMT 2025","tests.checkout.BillingInfoTest","Cross-Browser Tests","tests.checkout.BillingInfoTest","verifyBillingInfoValidation"
"Verify checkout completion","34","verifyCheckoutCompletion","SelenideGridSuite","Sat Aug 09 14:10:12 GMT 2025","passed","Sat Aug 09 14:10:12 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyCheckoutCompletion"
"Verify login with invalid credentials: {desc}","954","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:10:01 GMT 2025","passed","Sat Aug 09 14:10:02 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify back to products functionality","370","verifyBackToProducts","SelenideGridSuite","Sat Aug 09 14:10:12 GMT 2025","passed","Sat Aug 09 14:10:12 GMT 2025","tests.checkout.CompleteTest","Cross-Browser Tests","tests.checkout.CompleteTest","verifyBackToProducts"
"Verify login with invalid credentials: {desc}","287","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:09:42 GMT 2025","passed","Sat Aug 09 14:09:42 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
"Verify login with invalid credentials: {desc}","389","verifyLoginWithInvalidCredentials","SelenideGridSuite","Sat Aug 09 14:10:03 GMT 2025","passed","Sat Aug 09 14:10:03 GMT 2025","tests.login.LoginTest","Cross-Browser Tests","tests.login.LoginTest","verifyLoginWithInvalidCredentials"
