"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if amount gets validated when withdrawing","7806","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Fri Jul 04 12:41:19 GMT 2025","passed","Fri Jul 04 12:41:27 GMT 2025","tests.customer.WithdrawFundsTest","Chrome Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when making deposits","7694","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Fri Jul 04 12:40:56 GMT 2025","passed","Fri Jul 04 12:41:04 GMT 2025","tests.customer.DepositFundsTest","Edge Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a customer can successfully make a deposit","2636","verifyCustomerCanDepositSuccessfully","BankAppSuite","Fri Jul 04 12:40:41 GMT 2025","passed","Fri Jul 04 12:40:44 GMT 2025","tests.customer.DepositFundsTest","Firefox Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if a customer can successfully make a deposit","2656","verifyCustomerCanDepositSuccessfully","BankAppSuite","Fri Jul 04 12:40:41 GMT 2025","passed","Fri Jul 04 12:40:44 GMT 2025","tests.customer.DepositFundsTest","Edge Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if customer names are validated when adding new customer","1618","verifyAddingCustomersWithInvalidNames","BankAppSuite","Fri Jul 04 12:41:50 GMT 2025","failed","Fri Jul 04 12:41:52 GMT 2025","tests.bank_manager.AddCustomerTest","Firefox Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if amount gets validated when making deposits","7803","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Fri Jul 04 12:41:05 GMT 2025","passed","Fri Jul 04 12:41:13 GMT 2025","tests.customer.DepositFundsTest","Chrome Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7584","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Fri Jul 04 12:41:21 GMT 2025","passed","Fri Jul 04 12:41:28 GMT 2025","tests.customer.WithdrawFundsTest","Edge Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if customer names are validated when adding new customer","1864","verifyAddingCustomersWithInvalidNames","BankAppSuite","Fri Jul 04 12:41:48 GMT 2025","failed","Fri Jul 04 12:41:50 GMT 2025","tests.bank_manager.AddCustomerTest","Chrome Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if a bank manager is able to open an account for a customer","2325","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Fri Jul 04 12:42:30 GMT 2025","passed","Fri Jul 04 12:42:32 GMT 2025","tests.bank_manager.AccountTest","Edge Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if amount gets validated when withdrawing","7589","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Fri Jul 04 12:41:30 GMT 2025","passed","Fri Jul 04 12:41:38 GMT 2025","tests.customer.WithdrawFundsTest","Edge Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when making deposits","7518","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Fri Jul 04 12:40:46 GMT 2025","passed","Fri Jul 04 12:40:54 GMT 2025","tests.customer.DepositFundsTest","Firefox Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when making deposits","7519","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Fri Jul 04 12:40:46 GMT 2025","passed","Fri Jul 04 12:40:54 GMT 2025","tests.customer.DepositFundsTest","Edge Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a customer profile is required to open an account","6429","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Fri Jul 04 12:42:21 GMT 2025","passed","Fri Jul 04 12:42:28 GMT 2025","tests.bank_manager.AccountTest","Edge Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if a bank manager is able to add new customers","1715","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Fri Jul 04 12:41:57 GMT 2025","passed","Fri Jul 04 12:41:59 GMT 2025","tests.bank_manager.AddCustomerTest","Chrome Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
