"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if amount gets validated when withdrawing","7266","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 13:38:13 GMT 2025","passed","Tue Jul 08 13:38:20 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7269","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 13:38:05 GMT 2025","passed","Tue Jul 08 13:38:12 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7243","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 13:38:20 GMT 2025","passed","Tue Jul 08 13:38:28 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7320","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 13:38:24 GMT 2025","passed","Tue Jul 08 13:38:31 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1344","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 13:38:34 GMT 2025","passed","Tue Jul 08 13:38:36 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when making deposits","7199","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 13:37:47 GMT 2025","passed","Tue Jul 08 13:37:54 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customer names are validated when adding new customer","1405","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 13:38:42 GMT 2025","failed","Tue Jul 08 13:38:43 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if a customer can successfully make a deposit","2223","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 13:37:37 GMT 2025","passed","Tue Jul 08 13:37:39 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if customers can successfully withdraw their funds","2066","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 13:38:02 GMT 2025","passed","Tue Jul 08 13:38:04 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if customers can successfully withdraw their funds","2172","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 13:38:11 GMT 2025","passed","Tue Jul 08 13:38:13 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
