"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if a bank manager is able to add new customers","744","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 16:47:37 GMT 2025","passed","Tue Jul 08 16:47:38 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if a bank manager is able to add new customers","1392","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 16:47:52 GMT 2025","passed","Tue Jul 08 16:47:53 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if a customer can successfully make a deposit","1965","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 16:46:27 GMT 2025","passed","Tue Jul 08 16:46:29 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if customer names are validated when adding new customer","1407","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 16:47:45 GMT 2025","failed","Tue Jul 08 16:47:47 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if amount gets validated when making deposits","7229","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 16:46:34 GMT 2025","passed","Tue Jul 08 16:46:41 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to open an account for a customer","1339","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 16:48:01 GMT 2025","passed","Tue Jul 08 16:48:03 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if customers can successfully withdraw their funds","2146","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 16:46:57 GMT 2025","passed","Tue Jul 08 16:46:59 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if amount gets validated when withdrawing","7285","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 16:47:18 GMT 2025","passed","Tue Jul 08 16:47:25 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","6941","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 16:47:10 GMT 2025","passed","Tue Jul 08 16:47:17 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if customers can view their own transaction history","2090","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 16:46:28 GMT 2025","passed","Tue Jul 08 16:46:31 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if amount gets validated when withdrawing","7287","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 16:47:36 GMT 2025","passed","Tue Jul 08 16:47:43 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if customers can view their own transaction history","1863","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 16:46:23 GMT 2025","passed","Tue Jul 08 16:46:25 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if a bank manager is able to add new customers","1355","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 16:47:29 GMT 2025","passed","Tue Jul 08 16:47:30 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when making deposits","7209","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 16:46:42 GMT 2025","passed","Tue Jul 08 16:46:49 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if currency is required to open an account","6393","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 16:48:04 GMT 2025","passed","Tue Jul 08 16:48:10 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if a bank manager is able to delete a customer account","3140","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 16:47:59 GMT 2025","passed","Tue Jul 08 16:48:02 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if customer names are validated when adding new customer","1451","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 16:47:23 GMT 2025","failed","Tue Jul 08 16:47:24 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if a bank manager is able to delete a customer account","3019","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 16:47:31 GMT 2025","passed","Tue Jul 08 16:47:34 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if customer postal code is validated when adding new customer","1399","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 16:47:49 GMT 2025","failed","Tue Jul 08 16:47:50 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if customer postal code is validated when adding new customer","738","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 16:47:31 GMT 2025","failed","Tue Jul 08 16:47:32 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if amount gets validated when withdrawing","7218","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 16:47:07 GMT 2025","passed","Tue Jul 08 16:47:15 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
