"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if a customer profile is required to open an account","6353","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 12:28:27 GMT 2025","passed","Tue Jul 08 12:28:33 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if a bank manager is able to add new customers","1342","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 12:28:12 GMT 2025","passed","Tue Jul 08 12:28:14 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when withdrawing","7388","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 12:28:01 GMT 2025","passed","Tue Jul 08 12:28:08 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when making deposits","7273","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 12:27:35 GMT 2025","passed","Tue Jul 08 12:27:42 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7345","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 12:28:10 GMT 2025","passed","Tue Jul 08 12:28:17 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7224","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 12:27:45 GMT 2025","passed","Tue Jul 08 12:27:52 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7192","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 12:28:00 GMT 2025","passed","Tue Jul 08 12:28:08 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3172","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 12:28:42 GMT 2025","passed","Tue Jul 08 12:28:45 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if a customer can successfully make a deposit","1959","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 12:27:08 GMT 2025","passed","Tue Jul 08 12:27:10 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if customers can view their own transaction history","2030","verifyCustomerCanViewTransactionHistory","BankAppSuite","Tue Jul 08 12:27:14 GMT 2025","passed","Tue Jul 08 12:27:16 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verifyCustomerCanViewTransactionHistory"
"Verify if currency is required to open an account","6347","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 12:28:20 GMT 2025","passed","Tue Jul 08 12:28:26 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if currency is required to open an account","6190","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 12:28:29 GMT 2025","passed","Tue Jul 08 12:28:35 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
