"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if amount gets validated when withdrawing","6991","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:39 GMT 2025","passed","Tue Jul 08 08:45:46 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a customer can successfully make a deposit","2312","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 08:45:02 GMT 2025","passed","Tue Jul 08 08:45:05 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if customers can view their own transaction history","2143","verify","BankAppSuite","Tue Jul 08 08:45:00 GMT 2025","passed","Tue Jul 08 08:45:02 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verify"
"Verify if amount gets validated when making deposits","6940","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:09 GMT 2025","passed","Tue Jul 08 08:45:16 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3084","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 08:46:03 GMT 2025","passed","Tue Jul 08 08:46:07 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when making deposits","6896","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 08:44:52 GMT 2025","passed","Tue Jul 08 08:44:58 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when making deposits","7502","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 08:44:59 GMT 2025","passed","Tue Jul 08 08:45:06 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a customer profile is required to open an account","6143","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 08:46:14 GMT 2025","passed","Tue Jul 08 08:46:20 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if customer names are validated when adding new customer","1519","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 08:45:55 GMT 2025","failed","Tue Jul 08 08:45:56 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if currency is required to open an account","6371","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 08:46:07 GMT 2025","passed","Tue Jul 08 08:46:14 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if customer can successfully access their own account","1972","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 08:44:57 GMT 2025","passed","Tue Jul 08 08:44:59 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if customer postal code is validated when adding new customer","1400","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 08:45:54 GMT 2025","failed","Tue Jul 08 08:45:56 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if a bank manager is able to open an account for a customer","2286","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 08:46:21 GMT 2025","passed","Tue Jul 08 08:46:24 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if amount gets validated when withdrawing","7248","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:47 GMT 2025","passed","Tue Jul 08 08:45:54 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","6860","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:22 GMT 2025","passed","Tue Jul 08 08:45:29 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to add new customers","770","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 08:45:55 GMT 2025","passed","Tue Jul 08 08:45:56 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customer names are validated when adding new customer","1414","verifyAddingCustomersWithInvalidNames","BankAppSuite","Tue Jul 08 08:45:52 GMT 2025","failed","Tue Jul 08 08:45:53 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if customer can successfully access their own account","1479","verifyCustomerCanAccessTheirOwnAccount","BankAppSuite","Tue Jul 08 08:44:41 GMT 2025","passed","Tue Jul 08 08:44:42 GMT 2025","tests.login.CustomerLoginTest","Browser Tests","tests.login.CustomerLoginTest","verifyCustomerCanAccessTheirOwnAccount"
"Verify if currency is required to open an account","6157","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 08:46:06 GMT 2025","passed","Tue Jul 08 08:46:12 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if amount gets validated when withdrawing","7532","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:43 GMT 2025","passed","Tue Jul 08 08:45:51 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1402","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 08:45:59 GMT 2025","passed","Tue Jul 08 08:46:01 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if a bank manager is able to add new customers","773","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 08:45:58 GMT 2025","passed","Tue Jul 08 08:45:59 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customers can successfully withdraw their funds","2328","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 08:45:24 GMT 2025","passed","Tue Jul 08 08:45:26 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if customer postal code is validated when adding new customer","768","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 08:45:52 GMT 2025","failed","Tue Jul 08 08:45:53 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if a bank manager is able to add new customers","1360","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 08:46:01 GMT 2025","passed","Tue Jul 08 08:46:03 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when withdrawing","7519","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:35 GMT 2025","passed","Tue Jul 08 08:45:43 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1357","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 08:45:59 GMT 2025","passed","Tue Jul 08 08:46:01 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customers can view their own transaction history","1520","verify","BankAppSuite","Tue Jul 08 08:44:44 GMT 2025","passed","Tue Jul 08 08:44:46 GMT 2025","tests.customer.TransactionHistoryTest","Browser Tests","tests.customer.TransactionHistoryTest","verify"
"Verify if customer postal code is validated when adding new customer","1365","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Tue Jul 08 08:45:57 GMT 2025","failed","Tue Jul 08 08:45:58 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if currency is required to open an account","6414","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 08:46:06 GMT 2025","passed","Tue Jul 08 08:46:13 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if amount gets validated when withdrawing","6970","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:31 GMT 2025","passed","Tue Jul 08 08:45:38 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when making deposits","7028","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:00 GMT 2025","passed","Tue Jul 08 08:45:07 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","1736","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 08:46:02 GMT 2025","passed","Tue Jul 08 08:46:03 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when making deposits","7353","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:21 GMT 2025","passed","Tue Jul 08 08:45:28 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7270","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:39 GMT 2025","passed","Tue Jul 08 08:45:46 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a bank manager is able to add new customers","1396","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Tue Jul 08 08:45:57 GMT 2025","passed","Tue Jul 08 08:45:58 GMT 2025","tests.bank_manager.AddCustomerTest","Browser Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if amount gets validated when making deposits","7561","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:05 GMT 2025","passed","Tue Jul 08 08:45:13 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to open an account for a customer","1398","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 08:46:23 GMT 2025","passed","Tue Jul 08 08:46:24 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if amount gets validated when withdrawing","7346","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:31 GMT 2025","passed","Tue Jul 08 08:45:39 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if amount gets validated when withdrawing","7479","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:27 GMT 2025","passed","Tue Jul 08 08:45:34 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if a customer can successfully make a deposit","2326","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 08:44:56 GMT 2025","passed","Tue Jul 08 08:44:58 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if a bank manager is able to open an account for a customer","2240","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Tue Jul 08 08:46:22 GMT 2025","passed","Tue Jul 08 08:46:24 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if amount gets validated when making deposits","7531","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:07 GMT 2025","passed","Tue Jul 08 08:45:15 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if customers can successfully withdraw their funds","2091","verifyCustomerCanWithdrawSuccessfully","BankAppSuite","Tue Jul 08 08:45:29 GMT 2025","passed","Tue Jul 08 08:45:31 GMT 2025","tests.customer.WithdrawFundsTest","Browser Tests","tests.customer.WithdrawFundsTest","verifyCustomerCanWithdrawSuccessfully"
"Verify if a customer profile is required to open an account","6383","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Tue Jul 08 08:46:14 GMT 2025","passed","Tue Jul 08 08:46:21 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if amount gets validated when making deposits","7251","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:13 GMT 2025","passed","Tue Jul 08 08:45:20 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a bank manager is able to delete a customer account","3158","verifyBankManagerCanDeleteCustomerAccount","BankAppSuite","Tue Jul 08 08:46:02 GMT 2025","passed","Tue Jul 08 08:46:05 GMT 2025","tests.bank_manager.AccountTest","Browser Tests","tests.bank_manager.AccountTest","verifyBankManagerCanDeleteCustomerAccount"
"Verify if amount gets validated when making deposits","7374","verifyCustomerCannotDepositWithInvalidAmount","BankAppSuite","Tue Jul 08 08:45:15 GMT 2025","passed","Tue Jul 08 08:45:23 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCannotDepositWithInvalidAmount"
"Verify if a customer can successfully make a deposit","1905","verifyCustomerCanDepositSuccessfully","BankAppSuite","Tue Jul 08 08:44:48 GMT 2025","passed","Tue Jul 08 08:44:50 GMT 2025","tests.customer.DepositFundsTest","Browser Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
