"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify if currency is required to open an account","6147","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Fri Jul 04 12:18:37 GMT 2025","passed","Fri Jul 04 12:18:44 GMT 2025","tests.bank_manager.AccountTest","Edge Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
"Verify if a bank manager is able to add new customers","886","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Fri Jul 04 12:18:28 GMT 2025","passed","Fri Jul 04 12:18:29 GMT 2025","tests.bank_manager.AddCustomerTest","Edge Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if a customer can successfully make a deposit","2305","verifyCustomerCanDepositSuccessfully","BankAppSuite","Fri Jul 04 12:17:06 GMT 2025","passed","Fri Jul 04 12:17:08 GMT 2025","tests.customer.DepositFundsTest","Chrome Tests","tests.customer.DepositFundsTest","verifyCustomerCanDepositSuccessfully"
"Verify if a bank manager is able to add new customers","984","verifyManagerCanAddCustomerSuccessfully","BankAppSuite","Fri Jul 04 12:18:23 GMT 2025","passed","Fri Jul 04 12:18:24 GMT 2025","tests.bank_manager.AddCustomerTest","Edge Tests","tests.bank_manager.AddCustomerTest","verifyManagerCanAddCustomerSuccessfully"
"Verify if customer postal code is validated when adding new customer","1516","verifyAddingCustomersWithInvalidPostalCode","BankAppSuite","Fri Jul 04 12:18:15 GMT 2025","failed","Fri Jul 04 12:18:16 GMT 2025","tests.bank_manager.AddCustomerTest","Chrome Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidPostalCode"
"Verify if a customer profile is required to open an account","6143","verifyCustomerIsMandatoryToOpenAccount","BankAppSuite","Fri Jul 04 12:18:48 GMT 2025","passed","Fri Jul 04 12:18:54 GMT 2025","tests.bank_manager.AccountTest","Firefox Tests","tests.bank_manager.AccountTest","verifyCustomerIsMandatoryToOpenAccount"
"Verify if customer names are validated when adding new customer","854","verifyAddingCustomersWithInvalidNames","BankAppSuite","Fri Jul 04 12:18:15 GMT 2025","failed","Fri Jul 04 12:18:16 GMT 2025","tests.bank_manager.AddCustomerTest","Firefox Tests","tests.bank_manager.AddCustomerTest","verifyAddingCustomersWithInvalidNames"
"Verify if a bank manager is able to open an account for a customer","1434","verifyManagerCanOpenAccountSuccessfully","BankAppSuite","Fri Jul 04 12:18:55 GMT 2025","passed","Fri Jul 04 12:18:56 GMT 2025","tests.bank_manager.AccountTest","Edge Tests","tests.bank_manager.AccountTest","verifyManagerCanOpenAccountSuccessfully"
"Verify if amount gets validated when withdrawing","7546","verifyCustomerCannotWithdrawWithInvalidAmount","BankAppSuite","Fri Jul 04 12:17:43 GMT 2025","passed","Fri Jul 04 12:17:51 GMT 2025","tests.customer.WithdrawFundsTest","Chrome Tests","tests.customer.WithdrawFundsTest","verifyCustomerCannotWithdrawWithInvalidAmount"
"Verify if currency is required to open an account","6139","verifyCurrencyIsMandatoryToOpenAccount","BankAppSuite","Fri Jul 04 12:18:39 GMT 2025","passed","Fri Jul 04 12:18:45 GMT 2025","tests.bank_manager.AccountTest","Firefox Tests","tests.bank_manager.AccountTest","verifyCurrencyIsMandatoryToOpenAccount"
